C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1     1/24/2017  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	S	Ar	K	Ca	Ti	Cr	Mn	Fe	Ni	Cu	Zn	Br	Rb	Sr	Zr	Tc	Ag	In	Sn	Ba	Pm	Sm	Gd	Tb	Dy	Ho	Tm	Tl	Pb	At	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000051.spe	129.34	4.85	1	0.017518	-0.010617	0.009826	0.091522	39565	1.32	0.000	0.181	1.819	0.060	1.064	6.394	0.930	6.802	0.628	0.514	168.678	0.714	0.281	1.019	0.085	2.487	2.252	3.425	0.053	0.095	0.281	0.030	0.411	0.000	0.184	0.000	0.790	0.318	0.533	0.992	0.233	0.078	0.342	0.785	0.000	0.496	0.478	4.779	0.515	0.179	0.341	0.052	0.650	0.527	105.703	28.426	0.307	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000052.spe	131.34	4.85	1	0.017520	-0.010617	0.009888	0.091522	40139	1.28	0.000	0.112	1.540	0.000	0.918	6.238	0.850	6.661	0.634	0.800	164.653	0.661	0.078	1.031	0.221	1.812	2.804	3.218	0.000	0.080	0.309	0.000	0.531	0.000	0.467	0.000	0.000	0.140	0.313	1.311	0.000	0.355	0.000	0.577	0.317	0.589	0.757	4.723	0.000	0.254	0.133	0.297	0.522	0.317	111.076	29.050	0.311	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000053.spe	133.34	4.74	1	0.017517	-0.010617	0.009910	0.091522	41512	1.39	0.023	0.150	1.605	0.078	0.837	6.585	0.878	5.835	1.136	0.730	171.935	0.620	0.204	0.887	0.118	2.683	3.125	4.256	0.015	0.050	0.329	0.000	0.603	0.000	0.192	0.000	0.753	0.223	0.551	1.576	0.000	0.560	0.068	0.614	0.000	0.395	0.536	5.294	0.461	0.208	0.000	0.017	0.549	0.214	115.187	29.405	0.321	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000054.spe	135.34	4.73	1	0.017517	-0.010617	0.009910	0.091522	38360	1.30	0.000	0.108	1.444	0.023	0.929	6.053	0.832	6.479	0.287	0.574	172.202	0.533	0.028	0.839	0.000	2.734	2.591	2.615	0.014	0.111	0.317	0.000	0.461	0.152	0.091	0.000	0.780	0.000	0.145	1.375	0.075	0.606	0.000	0.255	0.000	0.521	1.006	4.455	0.000	0.050	0.000	0.000	0.565	0.154	100.763	26.069	0.302	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000055.spe	137.34	4.66	1	0.017517	-0.010617	0.009910	0.091522	37453	1.30	0.000	0.141	1.779	0.018	0.848	6.775	0.755	6.131	0.713	0.638	145.820	0.684	0.073	0.754	0.000	2.598	2.842	2.893	0.054	0.024	0.112	0.025	0.540	0.000	0.000	0.000	1.068	0.058	0.242	1.476	0.050	0.372	0.153	0.353	0.000	0.642	0.686	4.201	0.281	0.036	0.000	0.120	1.048	0.367	106.314	27.631	0.305	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000056.spe	139.34	4.73	1	0.017517	-0.010617	0.009890	0.091522	36268	1.30	0.000	0.085	1.593	0.097	0.996	6.568	0.653	5.965	0.758	0.413	128.612	0.569	0.000	0.808	0.352	1.964	2.392	3.670	0.061	0.015	0.449	0.000	0.453	0.000	0.000	0.000	0.749	0.000	0.343	1.063	0.255	0.450	0.355	0.616	0.090	0.637	0.792	3.663	0.000	0.321	0.195	0.000	0.760	0.018	101.473	27.515	0.298	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000057.spe	141.34	4.72	1	0.017519	-0.010617	0.009846	0.091522	38493	1.19	0.000	0.112	1.774	0.026	0.743	6.930	0.753	6.694	0.474	0.496	156.352	0.851	0.249	1.185	0.209	2.169	2.592	3.056	0.000	0.107	0.319	0.000	0.561	0.000	0.132	0.000	0.534	0.000	0.000	1.008	0.033	0.357	0.398	0.557	0.277	0.693	1.091	4.144	0.358	0.269	0.109	0.232	0.703	0.143	104.054	26.992	0.303	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000058.spe	143.34	4.70	1	0.017521	-0.010617	0.009835	0.091522	40177	1.47	0.000	0.051	1.919	0.068	0.871	7.455	0.839	7.223	1.034	0.595	175.609	0.936	0.000	1.104	0.250	2.582	3.363	3.075	0.015	0.025	0.376	0.000	0.552	0.000	0.104	0.000	0.239	0.277	0.436	1.158	0.000	0.674	0.547	0.702	0.157	0.677	1.016	5.041	0.415	0.309	0.661	0.149	0.803	0.222	105.063	27.371	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000059.spe	145.34	4.72	1	0.017521	-0.010617	0.009808	0.091522	40492	1.49	0.000	0.177	1.844	0.044	0.862	6.914	0.673	6.003	0.849	0.758	171.931	0.631	0.078	0.877	0.261	2.516	2.867	3.362	0.000	0.077	0.218	0.075	0.531	0.000	0.232	0.000	0.070	0.784	0.452	1.027	0.066	0.530	0.805	0.976	0.000	0.543	0.468	4.852	0.142	0.748	0.375	0.186	0.307	0.000	110.055	28.905	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000060.spe	147.34	4.69	1	0.017516	-0.010617	0.009772	0.091522	39715	1.31	0.000	0.159	1.634	0.057	0.869	6.386	0.902	6.000	0.591	1.048	178.646	0.568	0.000	0.789	0.371	2.542	3.052	3.014	0.013	0.172	0.255	0.000	0.576	0.000	0.060	0.000	1.277	0.000	0.217	1.685	0.000	0.307	0.220	0.345	0.000	0.597	1.005	4.625	0.000	0.160	0.000	0.000	0.312	0.147	102.578	27.916	0.306	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000061.spe	149.34	4.62	1	0.017518	-0.010617	0.009800	0.091522	37952	1.37	0.000	0.103	1.758	0.000	0.879	6.333	0.753	6.384	0.478	0.892	155.341	0.599	0.000	0.681	0.244	2.192	2.806	3.189	0.000	0.090	0.090	0.096	0.419	0.015	0.222	0.000	0.636	0.000	0.065	1.339	0.000	0.445	0.650	0.857	0.000	0.741	0.767	4.853	0.200	0.695	0.239	0.000	0.391	0.375	97.576	26.359	0.295	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000062.spe	151.34	4.63	1	0.017518	-0.010617	0.010012	0.091522	40109	1.35	0.000	0.127	1.801	0.042	1.051	6.328	0.756	6.732	0.401	0.937	184.730	0.658	0.325	1.162	0.149	2.067	2.307	3.651	0.038	0.068	0.053	0.028	0.470	0.199	0.184	0.000	0.359	0.342	0.531	1.050	0.257	0.376	0.390	0.466	0.078	0.379	0.654	5.323	0.566	0.212	0.404	0.413	1.000	0.199	101.873	26.650	0.302	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000063.spe	153.34	4.66	1	0.017517	-0.010617	0.010003	0.091522	40237	1.39	0.000	0.204	1.745	0.049	1.014	7.520	0.943	7.079	0.566	0.871	181.604	0.591	0.197	0.962	0.247	2.232	2.725	3.298	0.039	0.127	0.075	0.102	0.525	0.035	0.027	0.000	0.315	0.000	0.305	1.808	0.000	0.595	0.228	0.699	0.000	0.352	0.820	5.106	0.000	0.300	0.030	0.000	0.514	0.168	102.273	27.599	0.306	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000064.spe	155.34	4.63	1	0.017519	-0.010617	0.009976	0.091522	38888	1.44	0.000	0.241	1.716	0.057	0.977	6.159	0.869	6.484	0.000	0.448	155.687	0.635	0.000	1.050	0.160	2.735	2.692	3.592	0.054	0.155	0.438	0.000	0.519	0.389	0.067	0.000	0.732	0.000	0.422	1.308	0.000	0.392	0.534	0.544	0.000	0.309	0.774	4.265	0.221	0.607	0.000	0.102	0.435	1.008	107.500	28.151	0.304	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000065.spe	157.34	4.61	1	0.017522	-0.010617	0.009930	0.091522	31721	1.29	0.000	0.086	1.226	0.017	1.176	5.005	0.603	4.792	0.432	0.281	110.327	0.590	0.207	0.764	0.111	1.912	2.442	2.777	0.032	0.093	0.113	0.014	0.345	0.000	0.086	0.000	0.576	0.433	0.231	0.768	0.000	0.188	0.138	0.441	0.000	0.153	0.502	3.069	0.084	0.171	0.078	0.000	0.192	0.000	89.695	22.947	0.279	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000066.spe	159.34	4.58	1	0.017521	-0.010617	0.009930	0.091522	34519	1.34	0.000	0.093	1.217	0.028	0.968	5.780	0.617	4.812	0.325	0.330	124.530	0.522	0.261	0.690	0.000	1.932	2.632	3.117	0.000	0.084	0.207	0.000	0.509	0.032	0.118	0.000	0.746	0.446	0.351	1.085	0.000	0.000	0.000	0.244	0.275	0.529	0.489	3.084	0.348	0.343	0.000	0.158	0.383	0.018	96.861	25.684	0.290	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000067.spe	161.34	4.58	1	0.017522	-0.010617	0.009978	0.091522	26035	1.49	0.000	0.044	0.684	0.028	1.379	2.838	0.559	2.590	0.000	0.032	66.303	0.533	0.000	0.378	0.000	1.563	1.663	2.522	0.053	0.029	0.201	0.000	0.197	0.404	0.000	0.000	0.433	0.000	0.059	0.840	0.000	0.364	0.143	0.516	0.067	0.308	0.418	1.625	0.049	0.170	0.055	0.000	0.208	0.309	80.038	21.741	0.266	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000068.spe	163.34	4.68	0	0.017525	-0.010617	0.009952	0.091522	22710	1.40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000069.spe	165.34	4.69	0	0.017527	-0.010617	0.009903	0.091522	26184	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000070.spe	167.34	4.71	1	0.017528	-0.010617	0.009884	0.091522	26649	1.57	0.000	0.000	1.004	0.000	1.176	3.378	0.459	3.768	0.232	0.322	79.708	0.529	0.000	0.610	0.000	1.404	1.927	2.432	0.067	0.049	0.186	0.000	0.109	0.000	0.049	0.000	0.000	0.140	0.000	0.808	0.000	0.000	0.058	0.167	0.183	0.407	0.571	2.324	0.033	0.241	0.000	0.000	0.511	0.042	76.521	19.574	0.257	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000071.spe	169.34	4.71	1	0.017518	-0.010617	0.009884	0.091522	31407	1.18	0.000	0.114	1.156	0.064	1.212	4.407	0.542	3.842	0.136	0.357	108.725	0.504	0.000	0.674	0.000	1.701	2.492	2.712	0.064	0.084	0.191	0.000	0.496	0.168	0.000	0.000	0.752	0.063	0.161	1.084	0.061	0.296	0.290	0.269	0.000	0.542	0.500	3.235	0.199	0.323	0.000	0.392	0.514	0.514	85.237	23.522	0.271	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000072.spe	171.34	4.71	0	0.017519	-0.010617	0.009857	0.091522	27626	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000073.spe	173.34	4.72	0	0.017518	-0.010617	0.009870	0.091522	25245	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000074.spe	175.34	4.77	1	0.017516	-0.010617	0.009800	0.091522	24652	1.26	0.000	0.041	0.641	0.050	1.024	2.854	0.476	2.840	0.221	0.247	73.844	0.182	0.000	0.403	0.190	1.690	1.907	2.733	0.000	0.025	0.064	0.069	0.174	0.000	0.020	0.000	0.710	0.000	0.430	0.614	0.000	0.174	0.215	0.167	0.000	0.113	0.181	2.707	0.225	0.157	0.132	0.050	0.088	0.274	73.145	19.757	0.265	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000075.spe	177.34	4.96	1	0.017517	-0.010617	0.009798	0.091522	41390	1.32	0.000	0.106	0.930	0.026	1.030	5.536	1.019	6.332	0.811	0.794	170.989	0.585	0.080	0.914	0.591	2.037	2.700	4.018	0.000	0.043	0.231	0.000	0.420	0.000	0.140	0.000	1.506	0.146	0.181	1.280	0.000	0.790	0.000	0.658	0.000	0.619	1.013	4.569	0.395	0.057	0.000	0.397	0.837	0.535	113.497	27.468	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000076.spe	179.34	4.99	1	0.017517	-0.010617	0.009789	0.091522	44880	1.35	0.000	0.076	0.822	0.037	1.078	4.946	1.550	4.589	0.456	1.019	192.866	0.521	0.247	1.126	0.849	1.489	2.773	4.631	0.013	0.055	0.340	0.000	0.516	0.000	0.200	0.000	1.141	0.000	0.506	1.534	0.000	0.815	0.000	0.340	0.657	0.384	1.023	6.278	0.123	0.000	0.000	0.000	0.333	0.169	133.804	29.998	0.343	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000077.spe	181.34	5.00	1	0.017518	-0.010617	0.009789	0.091522	48195	1.50	0.000	0.000	0.915	0.058	0.869	4.624	1.736	4.686	0.928	1.285	238.678	0.518	0.000	0.871	0.763	2.301	1.915	3.181	0.051	0.153	0.270	0.000	0.396	0.000	0.000	0.000	0.748	0.072	0.227	1.917	0.200	1.831	0.188	1.066	0.000	0.817	1.119	7.203	0.000	0.000	0.000	0.000	0.255	0.346	136.722	30.470	0.350	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000078.spe	183.34	4.99	1	0.017519	-0.010617	0.009854	0.091522	42346	1.46	0.055	0.214	1.274	0.068	0.971	5.829	1.343	5.491	0.507	1.237	191.715	0.537	0.079	0.888	0.445	0.838	2.037	3.358	0.050	0.065	0.471	0.000	0.570	0.000	0.177	0.000	0.256	0.000	0.351	1.671	0.000	0.969	0.138	0.401	0.702	0.677	1.063	5.769	0.339	0.121	0.000	0.000	0.371	0.073	112.221	25.480	0.317	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000079.spe	185.34	4.96	1	0.017517	-0.010617	0.010026	0.091522	39831	1.34	0.000	0.112	1.380	0.048	0.832	6.279	0.757	6.112	0.311	0.404	171.793	0.637	0.000	1.107	0.207	2.215	2.340	3.830	0.029	0.183	0.041	0.176	0.500	0.191	0.032	0.000	0.627	0.000	0.334	1.708	0.113	0.744	0.439	0.625	0.000	0.461	0.934	4.999	0.149	0.072	0.154	0.000	0.581	0.127	107.201	28.066	0.311	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000080.spe	187.34	5.02	1	0.017518	-0.010617	0.010033	0.091522	40654	1.44	0.000	0.157	1.533	0.061	0.969	6.552	1.040	7.782	0.264	0.531	178.698	0.654	0.000	0.778	0.192	1.828	2.636	4.726	0.021	0.081	0.139	0.020	0.511	0.070	0.421	0.000	0.000	0.000	0.294	1.715	0.000	0.027	0.000	0.443	0.000	0.729	0.926	6.022	0.110	0.093	0.000	0.000	0.703	0.220	106.098	28.229	0.311	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000081.spe	189.34	5.00	1	0.017520	-0.010617	0.009983	0.091522	41313	1.22	0.000	0.087	1.619	0.000	1.069	8.021	0.888	7.177	0.595	0.416	175.477	0.692	0.226	0.934	0.130	2.505	3.410	4.169	0.022	0.051	0.250	0.034	0.690	0.000	0.162	0.000	0.044	0.261	0.035	1.465	0.000	0.404	0.468	0.606	0.000	0.637	1.220	4.989	0.314	0.237	0.080	0.074	0.478	0.332	110.750	29.311	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000082.spe	191.34	5.00	1	0.017521	-0.010617	0.009967	0.091522	37113	1.33	0.000	0.085	1.532	0.106	1.025	6.373	0.600	6.732	0.687	0.412	151.168	0.625	0.000	0.747	0.265	2.125	2.774	3.906	0.012	0.147	0.093	0.081	0.639	0.000	0.054	0.000	0.397	0.250	0.000	1.582	0.227	0.372	0.077	0.526	0.472	0.690	0.890	3.632	0.150	0.614	0.270	0.000	0.594	0.049	97.537	25.632	0.295	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000083.spe	193.34	5.04	1	0.017523	-0.010617	0.009948	0.091522	39614	1.49	0.049	0.190	1.457	0.000	0.919	7.268	0.789	7.426	1.194	0.563	163.297	0.559	0.227	0.984	0.143	2.208	2.857	4.544	0.000	0.114	0.000	0.194	0.554	0.000	0.131	0.000	0.091	0.874	0.703	1.362	0.269	0.337	0.283	0.840	0.210	0.424	0.308	4.831	0.353	0.644	0.137	0.116	1.323	0.039	102.715	27.937	0.308	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000084.spe	195.34	5.03	1	0.017518	-0.010617	0.009900	0.091522	40865	1.31	0.000	0.122	1.333	0.036	0.996	7.114	0.825	7.759	0.880	0.720	183.045	0.384	0.000	0.473	0.000	2.462	2.768	4.960	0.014	0.168	0.066	0.128	0.796	0.000	0.067	0.000	1.148	0.111	0.344	1.341	0.000	0.172	0.292	0.082	0.000	0.429	0.834	5.033	0.149	0.108	0.000	0.000	0.440	0.305	106.296	27.897	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000085.spe	197.34	5.04	1	0.017518	-0.010617	0.009883	0.091522	40898	1.30	0.000	0.139	1.179	0.030	1.117	6.685	0.802	5.639	0.682	0.592	166.161	0.780	0.183	1.008	0.035	1.780	2.855	4.405	0.023	0.097	0.117	0.000	0.597	0.000	0.134	0.000	0.940	0.000	0.000	1.244	0.128	0.438	0.260	0.706	0.547	0.781	1.065	4.531	0.459	0.630	0.081	0.000	0.566	0.354	110.456	28.801	0.316	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000086.spe	199.34	5.03	1	0.017519	-0.010617	0.009883	0.091522	40944	1.44	0.000	0.076	1.154	0.000	1.038	6.391	0.978	5.898	0.138	0.389	189.795	0.647	0.000	0.700	0.000	2.197	2.669	4.980	0.028	0.029	0.336	0.000	0.579	0.347	0.103	0.000	0.545	0.000	0.186	1.529	0.025	0.320	0.171	0.453	0.000	0.601	1.168	5.136	0.108	0.193	0.000	0.000	0.729	0.000	105.860	27.162	0.311	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000087.spe	201.34	5.03	1	0.017519	-0.010617	0.009883	0.091522	43760	1.39	0.000	0.129	1.176	0.080	1.020	6.299	1.030	6.728	0.687	0.496	217.816	0.499	0.000	0.753	0.184	2.074	2.792	4.457	0.000	0.144	0.069	0.000	0.512	0.000	0.041	0.000	0.655	0.216	0.200	1.932	0.000	0.428	0.291	0.689	0.230	0.822	0.951	5.728	0.027	0.273	0.000	0.000	0.611	0.352	112.481	28.981	0.321	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000088.spe	203.34	5.04	1	0.017519	-0.010617	0.010034	0.091522	41113	1.38	0.000	0.157	1.148	0.072	0.984	5.723	1.097	6.254	0.357	0.611	181.828	0.648	0.000	0.709	0.134	1.467	3.014	5.028	0.037	0.093	0.123	0.052	0.524	0.000	0.190	0.000	0.210	0.000	0.014	1.985	0.148	0.502	0.000	0.351	0.243	0.744	1.200	5.557	0.000	0.089	0.241	0.000	0.195	0.291	111.776	28.595	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000089.spe	205.34	5.03	1	0.017517	-0.010617	0.010057	0.091522	45248	1.32	0.000	0.060	0.498	0.065	0.964	4.533	1.245	5.555	0.421	0.851	175.937	0.563	0.000	0.686	0.500	2.588	2.652	5.860	0.026	0.216	0.082	0.114	0.525	0.102	0.134	0.000	0.576	0.000	0.842	2.015	0.000	0.709	0.284	0.664	0.000	0.131	0.421	5.574	0.016	0.000	0.148	0.000	0.230	0.000	137.717	31.308	0.346	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000090.spe	207.34	5.04	1	0.017518	-0.010617	0.010032	0.091522	46977	1.35	0.000	0.018	0.469	0.047	1.262	4.327	1.123	6.448	0.465	0.830	144.081	0.847	0.148	1.075	0.853	1.860	2.373	4.501	0.051	0.000	0.054	0.227	0.310	0.031	0.000	0.000	0.723	0.000	0.690	1.643	0.219	1.226	0.000	0.401	0.246	0.156	0.727	4.649	0.000	0.225	0.000	0.000	0.102	0.060	168.849	33.068	0.374	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000091.spe	209.34	5.04	1	0.017517	-0.010617	0.010032	0.091522	48416	1.40	0.000	0.110	0.609	0.162	1.158	5.085	1.283	7.490	1.033	0.957	155.050	0.675	0.037	1.270	0.746	3.273	2.393	4.787	0.088	0.000	0.213	0.057	0.329	0.000	0.000	0.000	1.063	0.000	0.804	1.608	0.015	1.561	0.143	0.816	0.000	0.336	0.335	5.058	0.161	0.000	0.000	0.000	0.067	0.000	171.853	33.902	0.378	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000092.spe	211.34	5.05	1	0.017516	-0.010617	0.009950	0.091522	47463	1.35	0.000	0.204	0.595	0.160	1.062	4.906	1.402	6.900	0.609	1.020	164.536	0.684	0.000	0.964	0.983	2.973	2.437	4.120	0.033	0.123	0.219	0.025	0.423	0.000	0.000	0.000	0.818	0.000	0.691	1.874	0.000	1.486	0.070	0.567	0.000	0.482	0.602	5.223	0.128	0.000	0.000	0.000	0.134	0.168	162.491	32.829	0.369	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000093.spe	213.34	5.04	1	0.017517	-0.010617	0.009904	0.091522	47793	1.30	0.000	0.130	0.842	0.078	0.927	5.238	1.370	7.726	0.295	0.957	168.430	0.802	0.000	1.041	0.536	2.191	2.475	4.776	0.069	0.118	0.386	0.000	0.404	0.280	0.000	0.000	0.882	0.000	0.312	1.777	0.000	1.160	0.000	0.651	0.000	0.584	0.896	5.125	0.000	0.288	0.000	0.000	0.229	0.000	162.746	33.458	0.369	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000094.spe	215.34	5.05	1	0.017516	-0.010617	0.009974	0.091522	47500	1.36	0.000	0.090	0.803	0.147	1.068	5.377	1.432	7.516	0.255	0.938	176.461	0.964	0.316	1.192	0.465	2.632	2.736	4.790	0.000	0.000	0.328	0.000	0.537	0.236	0.255	0.000	0.758	0.083	0.198	1.442	0.057	1.260	0.397	0.532	0.000	0.766	1.250	5.354	0.100	0.259	0.000	0.000	0.664	0.000	157.123	33.007	0.368	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000095.spe	217.34	5.05	1	0.017515	-0.010617	0.009959	0.091522	48640	1.33	0.000	0.144	0.840	0.171	0.977	5.557	1.369	8.142	0.381	1.023	186.418	0.637	0.073	0.968	0.857	3.412	2.420	4.804	0.075	0.080	0.317	0.031	0.395	0.153	0.000	0.000	0.772	0.160	0.649	1.527	0.000	1.198	0.145	0.664	0.000	0.626	0.644	5.399	0.000	0.000	0.000	0.512	0.489	0.291	161.326	33.255	0.371	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000096.spe	219.34	5.05	1	0.017517	-0.010617	0.009995	0.091522	48013	1.75	0.000	0.031	0.764	0.026	1.077	5.510	1.258	7.570	0.862	1.170	177.018	0.821	0.156	1.072	0.989	2.889	2.512	4.250	0.145	0.032	0.260	0.000	0.421	0.000	0.000	0.000	0.618	0.267	0.208	1.535	0.000	1.532	0.353	1.256	0.094	0.802	0.695	5.339	0.000	0.014	0.000	0.000	0.303	0.000	161.379	33.615	0.368	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000097.spe	221.34	5.04	1	0.017519	-0.010617	0.009995	0.091522	50091	1.35	0.000	0.105	0.810	0.035	0.832	5.840	1.218	7.812	0.611	0.896	225.901	0.913	0.000	1.030	0.541	2.794	2.415	4.839	0.114	0.201	0.000	0.112	0.398	0.000	0.038	0.000	0.000	0.018	0.261	2.071	0.000	1.643	0.000	0.391	0.000	0.882	1.148	6.679	0.019	0.000	0.000	0.000	0.823	0.000	160.135	32.941	0.373	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000098.spe	223.34	5.04	1	0.017517	-0.010617	0.010066	0.091522	47208	1.26	0.000	0.119	0.776	0.078	0.949	5.069	1.437	7.642	0.074	1.009	178.033	0.685	0.112	1.138	0.810	2.622	2.515	4.697	0.014	0.183	0.480	0.000	0.508	0.369	0.093	0.000	0.421	0.000	0.816	1.721	0.000	1.725	0.067	0.331	0.000	0.479	0.470	5.366	0.107	0.000	0.000	0.000	0.346	0.000	158.174	32.616	0.365	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000099.spe	225.34	5.03	1	0.017517	-0.010617	0.010026	0.091522	47375	1.27	0.000	0.100	0.823	0.072	1.110	6.074	1.676	8.156	0.311	1.178	165.798	0.691	0.000	1.434	0.711	2.849	2.695	4.763	0.096	0.000	0.227	0.000	0.430	0.109	0.000	0.000	0.345	0.000	0.580	1.557	0.012	1.473	0.342	0.344	0.000	0.385	0.594	5.558	0.000	0.000	0.000	0.000	0.182	0.042	161.796	33.622	0.368	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000100.spe	227.34	5.02	1	0.017517	-0.010617	0.010037	0.091522	45379	1.30	0.000	0.094	0.770	0.051	1.046	5.797	1.534	8.358	1.010	1.287	147.356	0.757	0.161	1.192	0.574	2.374	2.430	4.755	0.072	0.100	0.100	0.118	0.742	0.000	0.173	0.000	0.287	0.164	0.658	1.086	0.000	0.856	0.046	0.688	0.020	0.273	0.543	4.437	0.061	0.036	0.000	0.020	0.697	0.000	153.343	32.572	0.358	
